"Movie","Year","Duration","Genres","Rating","Num_of_Votes","Five_Year","Final_Genre","Types_of_Duration"
"TRON: Legacy",2010,125,"Action,Adventure,Sci-Fi",6.8,310334,"2010","Action","Extremely Long"
"Walled In",2009,91,"Horror,Thriller",4.8,5634,"2005","Horror","Short"
"Little Ashes",2008,112,"Biography,Drama,Romance",6.4,8625,"2005","Romance","Long"
"Shifty",2008,85,"Crime,Drama,Thriller",6.5,2842,"2005","Crime","Very Short"
"Never Surrender: A Galaxy Quest Documentary",2019,95,"Documentary",7.6,1203,"2015","Documentary","Short"
"Ujda Chaman",2019,120,"Comedy",6.9,4638,"2015","Comedy","Extremely Long"
"Hamlet 2",2008,92,"Comedy,Music",6.3,16455,"2005","Music","Short"
"One Week",2008,94,"Adventure,Drama",7,11172,"2005","Adventure","Short"
"Coffin Rock",2009,92,"Drama,Thriller",5.3,1414,"2005","Drama","Short"
"Bleach: Memories of Nobody",2006,87,"Action,Adventure,Animation",7.2,3772,"2005","Animation","Very Short"
"Kim Ji-young: Born 1982",2019,118,"Drama",7.4,1979,"2015","Drama","Long"
"Growing Up Smith",2015,102,"Comedy,Drama,Family",6.8,1084,"2015","Family","Just Nice"
"Yummy",2019,88,"Action,Comedy,Horror",6,2284,"2015","Comedy","Very Short"
"The Missing Person",2009,95,"Drama",6.1,1459,"2005","Drama","Short"
"8 x 10 Tasveer",2009,122,"Action,Mystery,Thriller",5.4,5322,"2005","Mystery","Extremely Long"
"Chirutha",2007,117,"Action",5.3,1779,"2005","Action","Long"
"The Good Witch",2008,89,"Drama,Family,Fantasy",7.2,3502,"2005","Family","Very Short"
"Growing Op",2008,100,"Comedy,Drama",6.2,1460,"2005","Comedy","Just Nice"
"Loss",2008,96,"Drama",6.9,1004,"2005","Drama","Short"
"Kismat Konnection",2008,153,"Comedy,Drama,Romance",5.2,5173,"2005","Romance","Extremely Long"
"Wisegal",2008,89,"Biography,Crime,Drama",6.2,1160,"2005","Drama","Very Short"
"Mulligans",2008,92,"Drama,Romance",6.3,2743,"2005","Drama","Short"
"Ca$h",2010,108,"Crime,Thriller",6,9049,"2010","Crime","Long"
"Dirty Girl",2010,90,"Comedy,Drama",6.4,10261,"2010","Drama","Very Short"
"The Detective",2007,109,"Drama,Thriller",6.6,1137,"2005","Drama","Long"
"Giallo",2009,92,"Crime,Drama,Horror",4.4,5162,"2005","Drama","Short"
"Unrelated",2007,100,"Drama",6.8,1891,"2005","Drama","Just Nice"
"The Maiden Heist",2009,90,"Comedy,Crime",6.1,15508,"2005","Comedy","Very Short"
"The Human Contract",2008,103,"Drama",5.1,1975,"2005","Drama","Just Nice"
"Between Us",2012,90,"Drama",4.7,1004,"2010","Drama","Very Short"
"Fear Island",2009,95,"Horror,Mystery,Thriller",5.2,3895,"2005","Thriller","Short"
"Paddington",2014,95,"Adventure,Comedy,Family",7.2,95788,"2010","Adventure","Short"
"The Haunting of Sorority Row",2007,89,"Horror,Mystery",4.8,1318,"2005","Horror","Very Short"
"Under the Salt",2008,112,"Horror,Mystery,Thriller",6.7,1079,"2005","Thriller","Long"
"Take the Trash",2008,85,"Comedy",5.8,3780,"2005","Comedy","Very Short"
"The King of Ping Pong",2008,112,"Drama",6.3,1179,"2005","Drama","Long"
"The Cutting Edge 3: Chasing the Dream",2008,91,"Comedy,Drama,Romance",6.3,2735,"2005","Romance","Short"
"My Hero Academia: Heroes Rising",2019,104,"Action,Adventure,Animation",8,2656,"2015","Adventure","Just Nice"
"The Elephant in the Living Room",2010,96,"Documentary",7.3,1002,"2010","Documentary","Short"
"Kolah Ghermezi and Sarvenaz",2002,95,"Adventure,Animation,Family",6.5,1223,"2000","Adventure","Short"
"The Taking of Pelham 123",2009,106,"Action,Crime,Thriller",6.4,184025,"2005","Crime","Long"
"Super High Me",2007,94,"Comedy,Documentary",6.1,12693,"2005","Documentary","Short"
"Balibo",2009,111,"Drama,Mystery,Thriller",7.1,2529,"2005","Thriller","Long"
"Diary of a Nymphomaniac",2008,101,"Drama,Romance",5.7,10201,"2005","Drama","Just Nice"
"Kadha Parayumbol...",2007,130,"Comedy,Drama",7.6,1127,"2005","Drama","Extremely Long"
"The Line",2009,95,"Action,Crime,Drama",5.2,3520,"2005","Drama","Short"
"Soul Men",2008,100,"Comedy,Drama,Music",6.4,10353,"2005","Drama","Just Nice"
"King Corn",2007,88,"Documentary",7,1937,"2005","Documentary","Very Short"
"Thick as Thieves",2009,104,"Action,Crime,Thriller",6,33160,"2005","Action","Just Nice"
"Vaxxed II: The People's Truth",2019,90,"Documentary",6.5,1193,"2015","Documentary","Very Short"
"M for Mother",2006,113,"Drama",7.4,4532,"2005","Drama","Long"
"George Harrison: Living in the Material World",2011,208,"Biography,Documentary,Music",8.2,10453,"2010","Documentary","Extremely Long"
"Up the Yangtze",2007,93,"Documentary",7.5,1777,"2005","Documentary","Short"
"Hannah Montana: The Movie",2009,102,"Comedy,Drama,Family",4.5,39217,"2005","Comedy","Just Nice"
"That Evening Sun",2009,109,"Drama",7.1,2574,"2005","Drama","Long"
"Rooster's Breakfast",2007,124,"Drama,Romance",7.5,1679,"2005","Drama","Extremely Long"
"White Night Wedding",2008,96,"Comedy,Drama",6.6,1312,"2005","Drama","Short"
"The Man Who Loved Yngve",2008,90,"Comedy,Drama,Music",7,4344,"2005","Comedy","Very Short"
"Heroes",2008,139,"Action,Adventure,Comedy",5.6,1990,"2005","Action","Extremely Long"
"Paul Blart: Mall Cop",2009,91,"Action,Comedy,Crime",5.2,101596,"2005","Comedy","Short"
"Affinity",2008,120,"Drama,Romance",6.2,2025,"2005","Drama","Extremely Long"
"Jackass 3D",2010,95,"Action,Comedy,Documentary",7,56219,"2010","Documentary","Short"
"Felon",2008,104,"Action,Crime,Drama",7.4,74535,"2005","Crime","Just Nice"
"A Fork in the Road",2010,105,"Comedy,Crime",6,1105,"2010","Comedy","Just Nice"
"Transcendent Man",2009,83,"Documentary",7.2,1799,"2005","Documentary","Very Short"
"Plague Town",2008,88,"Horror,Thriller",4.4,1655,"2005","Thriller","Very Short"
"Accidents Happen",2009,92,"Comedy,Drama",6.1,2568,"2005","Comedy","Short"
"80 Minutes",2008,92,"Action,Crime,Thriller",4.3,1012,"2005","Crime","Short"
"The Killing Room",2009,93,"Mystery,Thriller",5.7,13625,"2005","Mystery","Short"
"The Perfect World of Kai",2007,101,"Animation,Drama,Family",7.1,1474,"2005","Family","Just Nice"
"A Man Who Was Superman",2008,102,"Comedy,Drama",7.4,1838,"2005","Drama","Just Nice"
"The Hangover",2009,100,"Comedy",7.7,709233,"2005","Comedy","Just Nice"
"Dhan Dhana Dhan Goal",2007,167,"Drama,Sport",5,2308,"2005","Sport","Extremely Long"
"Tony",2009,76,"Drama,Horror,Thriller",6.2,3217,"2005","Thriller","Very Short"
"Blue Valentine",2010,112,"Drama,Romance",7.4,181769,"2010","Drama","Long"
"Seventh Son",2014,102,"Action,Adventure,Fantasy",5.5,70395,"2010","Action","Just Nice"
"Formosa Betrayed",2009,103,"Thriller",6.1,1382,"2005","Thriller","Just Nice"
"Sword of the Stranger",2007,103,"Action,Adventure,Animation",7.8,14679,"2005","Action","Just Nice"
"Crank: High Voltage",2009,96,"Action,Crime,Thriller",6.2,139064,"2005","Action","Short"
"Mother and Child",2009,125,"Drama,Romance",7.2,11505,"2005","Romance","Extremely Long"
"And Everything Is Going Fine",2010,89,"Documentary",7.1,1082,"2010","Documentary","Very Short"
"Alien Trespass",2009,90,"Comedy,Horror,Sci-Fi",5.7,3736,"2005","Comedy","Very Short"
"Detective Dee: The Mystery of the Phantom Flame",2010,123,"Action,Adventure,Drama",6.6,10448,"2010","Adventure","Extremely Long"
"And Then Came Lola",2009,71,"Comedy,Drama,Romance",4,1549,"2005","Comedy","Very Short"
"The Ides of March",2011,101,"Drama,Thriller",7.1,213453,"2010","Thriller","Just Nice"
"Free State of Jones",2016,139,"Action,Biography,Drama",6.9,50645,"2015","Action","Extremely Long"
"Echelon Conspiracy",2009,105,"Action,Crime,Thriller",5.8,18680,"2005","Crime","Just Nice"
"City of Life and Death",2009,132,"Drama,History,War",7.7,10262,"2005","War","Extremely Long"
"Queen Sized",2008,87,"Comedy,Drama",4.7,1095,"2005","Drama","Very Short"
"John Rabe",2009,134,"Biography,Drama,History",7.2,6028,"2005","Drama","Extremely Long"
"Epitaph",2007,98,"Drama,Horror",6.4,1001,"2005","Drama","Just Nice"
"Play the Game",2009,105,"Comedy,Romance",6.4,2592,"2005","Romance","Just Nice"
"Sauna",2008,83,"Horror",6.3,6747,"2005","Horror","Very Short"
"True Confessions of a Hollywood Starlet",2008,87,"Comedy,Drama,Family",5.6,1363,"2005","Family","Very Short"
"Frayed",2007,111,"Horror,Thriller",5.6,1302,"2005","Thriller","Long"
"Dragon Ball Z: Cooler's Revenge",1991,47,"Action,Animation,Sci-Fi",7.2,6130,"1990","Sci-Fi","Very Short"
"The Wrestler",2008,109,"Drama,Sport",7.9,287224,"2005","Drama","Long"
"Love Ranch",2010,117,"Biography,Comedy,Drama",5.6,2927,"2010","Drama","Long"
"Louis Theroux: Under the Knife",2007,60,"Documentary",7.3,1374,"2005","Documentary","Very Short"
"Croc",2007,100,"Action,Adventure,Comedy",3.7,1403,"2005","Comedy","Just Nice"
"Drag Me to Hell",2009,99,"Horror,Thriller",6.5,186106,"2005","Horror","Just Nice"
"Not Forgotten",2009,96,"Horror,Thriller",4.8,2511,"2005","Horror","Short"
"Pets United",2019,89,"Adventure,Animation,Comedy",3.5,1145,"2015","Animation","Very Short"
"Mission London",2010,107,"Comedy",7.2,6032,"2010","Comedy","Long"
"Sin Nombre",2009,96,"Adventure,Crime,Drama",7.6,30896,"2005","Drama","Short"
"Love Exposure",2008,237,"Action,Comedy,Drama",8.1,11471,"2005","Action","Extremely Long"
"Ashfall",2019,130,"Action,Adventure,Thriller",6.2,2487,"2015","Thriller","Extremely Long"
"Lower Learning",2008,97,"Comedy",4,2466,"2005","Comedy","Short"
"Radio Free Albemuth",2010,111,"Drama,Sci-Fi",5.6,1565,"2010","Sci-Fi","Long"
"The Daisy Chain",2008,89,"Drama,Horror,Thriller",5,1351,"2005","Thriller","Very Short"
"Fireproof",2008,122,"Drama,Fantasy,Romance",6.5,21059,"2005","Fantasy","Extremely Long"
"Miss Nobody",2010,92,"Comedy,Crime",5.5,1803,"2010","Crime","Short"
"Mum & Dad",2008,84,"Horror,Thriller",5.9,5732,"2005","Horror","Very Short"
"The Beaches of Agnès",2008,112,"Biography,Documentary",8,3257,"2005","Biography","Long"
"Skinning",2010,98,"Action,Crime,Drama",6.4,4608,"2010","Drama","Just Nice"
"ThanksKilling",2009,70,"Comedy,Horror,Thriller",4.2,3954,"2005","Thriller","Very Short"
"Transporter 3",2008,104,"Action,Thriller",6.1,155864,"2005","Thriller","Just Nice"
"Amelia",2009,111,"Adventure,Biography,Drama",5.8,11917,"2005","Biography","Long"
"The Informant!",2009,108,"Biography,Comedy,Crime",6.4,62500,"2005","Biography","Long"
"Is Anybody There?",2008,94,"Drama",6.7,4640,"2005","Drama","Short"
"Shutter Island",2010,138,"Mystery,Thriller",8.2,1105850,"2010","Thriller","Extremely Long"
"The 5th Quarter",2010,101,"Biography,Drama,Sport",5.6,1459,"2010","Biography","Just Nice"
"Sinners and Saints",2010,104,"Action,Crime,Thriller",6.1,5341,"2010","Crime","Just Nice"
"A Deal Is a Deal",2008,106,"Comedy,Drama",6.2,2094,"2005","Drama","Long"
"Tear This Heart Out",2008,107,"Drama",7.4,2129,"2005","Drama","Long"
"JVCD",2008,97,"Comedy,Crime,Drama",7.1,37250,"2005","Comedy","Short"
"Long Flat Balls II",2008,97,"Comedy,Drama,War",5.1,1016,"2005","War","Short"
"Ultimate Heist",2009,95,"Action,Crime,Drama",5.4,3211,"2005","Crime","Short"
"Prathi Poovankozhi",2019,102,"Drama,Thriller",7.3,1108,"2015","Thriller","Just Nice"
"Happy Old Year",2019,113,"Drama,Romance",7.3,1143,"2015","Drama","Long"
"2:22",2017,98,"Drama,Mystery,Sci-Fi",5.8,19449,"2015","Mystery","Just Nice"
"Against the Current",2009,98,"Drama",6.2,1130,"2005","Drama","Just Nice"
"Basmati Blues",2017,106,"Comedy,Musical,Romance",3.6,1705,"2015","Romance","Long"
"Pirate Radio",2009,135,"Comedy,Drama,Music",7.4,106526,"2005","Comedy","Extremely Long"
"Jennifer's Body",2009,102,"Comedy,Horror",5.2,114049,"2005","Comedy","Just Nice"
"Poison Ivy: The Secret Society",2008,95,"Drama,Thriller",4.3,1930,"2005","Thriller","Short"
"(Untitled)",2009,96,"Comedy,Drama,Music",6.3,2070,"2005","Comedy","Short"
"The Factory",2012,104,"Crime,Mystery,Thriller",5.8,10501,"2010","Thriller","Just Nice"
"The Tenth Circle",2008,89,"Mystery,Thriller",5.8,1106,"2005","Mystery","Very Short"
"Lay the Favorite",2012,94,"Comedy,Drama,Romance",4.8,11035,"2010","Drama","Short"
"Chiko",2008,92,"Crime,Drama",6.8,3582,"2005","Drama","Short"
"Summer Holiday",2008,102,"Comedy,Drama",7.1,1981,"2005","Comedy","Just Nice"
"Louise-Michel",2008,94,"Comedy",6.5,2348,"2005","Comedy","Short"
"The Girl with the Dragon Tattoo",2009,152,"Crime,Drama,Mystery",7.8,206908,"2005","Drama","Extremely Long"
"You Don't Know Jack",2010,134,"Biography,Drama",7.6,26539,"2010","Drama","Extremely Long"
"Saw V",2008,92,"Horror,Mystery",5.8,113697,"2005","Horror","Short"
"Detective Conan: Magician of the Silver Sky",2004,108,"Action,Animation,Drama",7.1,1492,"2000","Drama","Long"
"Bayrampasa: Ben fazla kalmayacagim",2007,106,"Comedy,Drama",6,1324,"2005","Drama","Long"
"The Private Lives of Pippa Lee",2009,98,"Comedy,Drama,Romance",6.4,12913,"2005","Romance","Just Nice"
"Boogie Woogie",2009,94,"Comedy,Drama",5.2,3556,"2005","Comedy","Short"
"ZMD: Zombies of Mass Destruction",2009,89,"Comedy,Horror,Sci-Fi",5,3981,"2005","Comedy","Very Short"
"Takers",2010,107,"Action,Crime,Thriller",6.2,57290,"2010","Crime","Long"
"The Limits of Control",2009,116,"Crime,Drama,Mystery",6.3,19327,"2005","Drama","Long"
"Tell Tale",2009,93,"Drama,Horror,Sci-Fi",5.4,4804,"2005","Drama","Short"
"Duplicity",2009,125,"Comedy,Crime,Romance",6.1,47242,"2005","Romance","Extremely Long"
"Fire & Ice",2008,84,"Adventure,Drama,Fantasy",4.3,2511,"2005","Adventure","Very Short"
"Homecoming",2009,91,"Drama,Thriller",5.3,4151,"2005","Thriller","Short"
"Julie & Julia",2009,123,"Biography,Drama,Romance",7,105820,"2005","Biography","Extremely Long"
"The Slammin' Salmon",2009,99,"Comedy",6.4,13228,"2005","Comedy","Just Nice"
"Fear Me Not",2008,95,"Drama,Thriller",6.4,1481,"2005","Thriller","Short"
"Never Cry Werewolf",2008,87,"Horror",4.7,2298,"2005","Horror","Very Short"
"Killing Is My Business, Honey",2009,109,"Comedy,Crime,Romance",5.8,1303,"2005","Romance","Long"
"Morgan Pålsson - världsreporter",2008,84,"Comedy",5.5,2112,"2005","Comedy","Very Short"
"White Material",2009,106,"Drama,War",6.9,6794,"2005","War","Long"
"Bangkok Love Story",2007,109,"Action,Crime,Drama",5.9,1363,"2005","Crime","Long"
"Dean Spanley",2008,100,"Comedy,Drama",7.2,3378,"2005","Drama","Just Nice"
"Sex Drive",2008,109,"Comedy,Romance",6.5,83166,"2005","Comedy","Long"
"A Tale of Love and Darkness",2015,95,"Biography,Drama,History",6,3543,"2015","History","Short"
"District 9",2009,112,"Action,Sci-Fi,Thriller",7.9,632669,"2005","Sci-Fi","Long"
"Run! Bitch Run!",2009,90,"Horror,Thriller",4.2,2740,"2005","Thriller","Very Short"
"Awaydays",2009,105,"Crime,Drama",5.8,3217,"2005","Drama","Just Nice"
"Between Love & Goodbye",2008,97,"Drama,Music,Romance",5.7,1182,"2005","Music","Short"
"Blue Gold: World Water Wars",2008,90,"Documentary",7.7,1135,"2005","Documentary","Very Short"
"Death Wish",2018,107,"Action,Crime,Drama",6.4,62257,"2015","Drama","Long"
"Accidental Love",2015,100,"Comedy,Romance",4.1,7677,"2015","Comedy","Just Nice"
"Scourge",2008,92,"Horror,Mystery,Sci-Fi",4.2,1003,"2005","Horror","Short"
"A Better Tomorrow",2010,124,"Action,Crime,Drama",5.9,1002,"2010","Crime","Extremely Long"
"Sonny Boy",2011,130,"Biography,Drama,Romance",6.5,2909,"2010","Drama","Extremely Long"
"Twenty:20",2008,195,"Action,Crime,Drama",6.8,1604,"2005","Crime","Extremely Long"
"Personal Effects",2009,106,"Drama",6.2,8233,"2005","Drama","Long"
"1612: Khroniki smutnogo vremeni",2007,144,"Adventure,Drama,History",5.6,2102,"2005","Adventure","Extremely Long"
"Stolen",2009,91,"Crime,Drama,Mystery",6.1,5320,"2005","Crime","Short"
"A Film with Me in It",2008,89,"Comedy,Thriller",6.7,3660,"2005","Comedy","Very Short"
"The Ghost Writer",2010,128,"Drama,Mystery,Thriller",7.2,154953,"2010","Mystery","Extremely Long"
"Jeepers Creepers III",2017,100,"Action,Horror,Mystery",3.9,16863,"2015","Action","Just Nice"
"The Unborn",2009,88,"Drama,Horror,Mystery",4.8,49147,"2005","Mystery","Very Short"
"Let the Right One In",2008,114,"Crime,Drama,Fantasy",7.9,203572,"2005","Fantasy","Long"
"The Girl from Monaco",2008,95,"Comedy,Drama",5.8,2002,"2005","Comedy","Short"
"Son of a Rich",2019,109,"Comedy",6.7,2772,"2015","Comedy","Long"
"Post Grad",2009,88,"Comedy,Romance",5.3,13611,"2005","Romance","Very Short"
"The Family That Preys",2008,111,"Drama",5.7,6726,"2005","Drama","Long"
"Madea Goes to Jail",2009,103,"Comedy,Crime,Drama",4.5,11269,"2005","Crime","Just Nice"
"Detroit Metal City",2008,104,"Comedy,Drama,Music",6.7,2415,"2005","Comedy","Just Nice"
"Frankenweenie",2012,87,"Animation,Comedy,Family",6.9,96481,"2010","Animation","Very Short"
"The Ugly Truth",2009,96,"Comedy,Romance",6.4,201897,"2005","Comedy","Short"
